OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),DefaultData,TotalGHGEmissions
24857,NonResidential,Retail Store,(ID24857) EMPIRE CENTER,6032 M L KING JR WAY S,Seattle,WA,8113100170,SOUTHEAST,1966,1.0,1,37883,0,37883,12434593.0,12869714.0,False,413.1
24862,NonResidential,K-12 School,Our Lady of Guadalupe School,3401 SW Myrtle St.,Seattle,WA,8123100005,DELRIDGE,1962,1.0,3,29874,0,29874,1274049.75,1478408.125,False,54.27
24868,NonResidential,Worship Facility,Magnolia,2415 31st Ave,Seattle,WA,8127700530,MAGNOLIA / QUEEN ANNE,1965,1.0,1,20140,0,20140,992794.6875,1164370.875,False,47.08
24876,NonResidential,Self-Storage Facility,Greenwood Self Service Storage,10115 Greenwood Ave N.,Seattle,WA,3626039349,NORTHWEST,1990,1.0,2,71874,31389,40485,1242811.75,1393424.5,False,44.97
24886,NonResidential,Small- and Mid-Sized Office,RCC,100 23RD AVE S,Seattle,WA,3646100005,CENTRAL,1971,1.0,2,39953,0,39953,1508561.875,1608929.125,False,28.05
24893,NonResidential,Retail Store,Promenade North 1,306 23rd Ave S,Seattle,WA,3646100320,CENTRAL,1998,1.0,2,21200,0,21200,1676426.5,1652954.75,False,11.69
24895,NonResidential,Supermarket / Grocery Store,Promenade South 1,2309 S Jackson St,Seattle,WA,3646100390,CENTRAL,1980,1.0,1,30630,0,30630,6058494.0,6194518.0,False,42.24
24896,NonResidential,Retail Store,Promenade South 2,2309 S Jackson St,Seattle,WA,3646100390,CENTRAL,1980,1.0,2,23421,0,23421,1896626.375,1955353.0,False,13.22
24908,SPS-District K-12,K-12 School,Salmon Bay K-8,1810 NW 65th St.,Seattle,WA,7518503620,BALLARD,1931,1.0,3,117116,0,117116,5722325.5,6499178.0,False,256.31
24909,NonResidential,Worship Facility,Ballard First Lutheran Church,2006 NW 65th Street,Seattle,WA,7518505195,BALLARD,1928,1.0,2,24120,0,24120,893053.1875,1024822.188,False,31.54
24911,NonResidential,Worship Facility,Trinity United Methodist Church,6512 23rd Avenue NW,Seattle,WA,7518507190,BALLARD,1929,1.0,3,35736,0,35736,1148202.25,1342448.875,False,51.15
24943,NonResidential,Warehouse,24943-60S-E,60 South Spokane Street,Seattle,WA,7666207461,GREATER DUWAMISH,1941,1.0,1,51050,0,51050,1206165.75,1355995.25,False,27.75
24948,NonResidential,Retail Store,(ID24948) BARGREEN-ELLINGSON,3627 1ST AVE S,Seattle,WA,7666207515,GREATER DUWAMISH,1954,1.0,2,21900,0,21900,1302192.875,1439042.25,False,42.66
24955,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,3420/3430 E. Marginal Way,Seattle,WA,7666207585,GREATER DUWAMISH,1952,1.0,1,16300,0,16300,150167.7969,150167.7969,False,1.6
24958,NonResidential,Warehouse,3401 Colorado Ave S. Whse,3401 Colorado Ave. S.,Seattle,WA,7666207605,GREATER DUWAMISH,1964,1.0,1,33462,0,33462,1386445.375,1386445.375,False,9.67
24959,NonResidential,Mixed Use Property,Hanford Center,25 S Hanford St,Seattle,WA,7666207610,GREATER DUWAMISH,1952,1.0,1,35310,0,35310,1331469.75,1519845.5,False,44.68
24991,NonResidential,Other,DUWAMISH,7000 E MARGINAL WAY S,Seattle,WA,8159100110,GREATER DUWAMISH,1962,1.0,3,36140,0,36140,4653535.0,4653535.0,False,32.44
24994,NonResidential,Other,Ding How Shopping Center,1207 S Jackson St,Seattle,WA,8170100120,DOWNTOWN,1991,1.0,2,47963,21384,26579,8163413.0,8224244.0,False,298.91
25000,NonResidential,Warehouse,KLC GROUP LLC,1000 S WELLER ST,Seattle,WA,8170100295,DOWNTOWN,1930,1.0,1,23903,0,23903,415364.5938,486884.9063,False,14.37
25001,NonResidential,Self-Storage Facility,Econo Mini Storage,6920 Roosevelt Way NE,Seattle,WA,3658700540,NORTHEAST,1947,1.0,3,22522,0,22522,561473.875,630412.625,False,23.52
25002,NonResidential,Self-Storage Facility,Roosevelt Self Storage,6910 Roosevelt Way NE,Seattle,WA,3658700555,NORTHEAST,1996,1.0,4,38959,0,38959,905750.375,963968.1875,False,23.84
25025,NonResidential,Warehouse,(ID25025) 1801 Ranier Ave S,1801 Ranier Ave S,Seattle,WA,3683900005,GREATER DUWAMISH,1928,1.0,2,25955,0,25955,1218112.0,1218112.0,False,8.49
25069,Campus,K-12 School,O'Dea High School,802 Terry Ave.,Seattle,WA,5392100055,EAST,1923,1.0,4,46100,0,46100,2177064.75,2412536.25,False,78.19
25115,NonResidential,Worship Facility,Bethel Presbyterian Church,11010 Greenwood Ave N,Seattle,WA,8911000155,NORTHWEST,1951,1.0,2,21936,0,21936,608755.375,686216.5,False,28.78
25124,NonResidential,Other,4H Investments,12001 31st AVE NE,Seattle,WA,8822900840,NORTH,1960,1.0,1,25406,0,25406,2442220.0,2484501.5,False,41.96
25148,NonResidential,Small- and Mid-Sized Office,EJ and J Pacific,4714 Rainier Ave S,Seattle,WA,3929900010,SOUTHEAST,1967,1.0,2,23250,0,23250,904236.0,888432.5,False,6.3
25163,NonResidential,Warehouse,McKinstry SEA - 4800 Denver Warehouse,4800 Denver Ave S.,Seattle,WA,3957900098,GREATER DUWAMISH,1960,1.0,1,30000,0,30000,2794837.0,3246531.0,False,120.72
25165,Nonresidential COS,Warehouse,SDOT Traffic Shop,4500 Airport Way S,Seattle,WA,3958900065,GREATER DUWAMISH,1962,1.0,1,45036,0,45036,1791697.75,1989787.875,False,49.53
25217,SPS-District K-12,K-12 School,Schmitz Park Building,5000 S.W. Spokane St.,Seattle,WA,6318000005,SOUTHWEST,1962,1.0,1,51410,0,51410,1968907.25,2256911.75,True,64.79
25222,NonResidential,Mixed Use Property,Olive 8,737 Olive Way,Seattle,WA,6364000000,DOWNTOWN,2009,1.0,39,1074552,112124,962428,26416770.0,26932200.0,False,449.59
25250,NonResidential,University,Student Union Building / Royal Brougham Pavilion,315 W. Bertona,Seattle,WA,8900000555,MAGNOLIA / QUEEN ANNE,1959,1.0,2,122679,0,122679,16378152.0,17612938.0,False,588.25
25251,Campus,University,5th Avenue Master Meter,3307 3rd Ave. W,Seattle,WA,8900000555,MAGNOLIA / QUEEN ANNE,1945,14.0,2,537000,0,537000,90609640.0,96775464.0,False,3768.66
25268,NonResidential,Small- and Mid-Sized Office,(ID25268) LANDMARK BUILDING,11000 LAKE CITY WAY NE,Seattle,WA,8902500361,NORTH,1980,1.0,4,23022,0,23022,1027230.875,1075427.75,False,14.64
25275,NonResidential,Refrigerated Warehouse,Express Cold Storage,4604 4th Ave S,Seattle,WA,3958900601,GREATER DUWAMISH,1967,1.0,1,27263,0,27263,2470642.0,2408141.75,False,17.22
25276,NonResidential,Warehouse,Pedersens Rentals,4500 4th Avenue South,Seattle,WA,3958900645,GREATER DUWAMISH,1962,1.0,1,31569,0,31569,3064039.5,3344952.0,False,125.59
25277,NonResidential,Warehouse,Pedersen Party Rentals,4424 4th Ave. S.,Seattle,WA,3958900650,GREATER DUWAMISH,1956,1.0,1,22509,0,22509,177812.7969,177812.7969,False,1.24
25278,NonResidential,Warehouse,(ID25278) 4400 BUILDING,4400 4TH AVE S,Seattle,WA,3958900786,GREATER DUWAMISH,1956,1.0,1,39984,0,39984,1073156.375,1163530.25,False,36.82
25317,SPS-District K-12,K-12 School,Lowell Elementary,1058 E. Mercer St.,Seattle,WA,6852700355,EAST,1925,1.0,2,73769,0,73769,2556131.0,2904558.75,True,94.85
25325,NonResidential,Worship Facility,All Pilgrims Christian Church,500 Broadway E,Seattle,WA,6852700670,EAST,1906,1.0,1,26440,0,26440,719905.1875,826275.1875,False,27.93
25361,SPS-District K-12,K-12 School,Decatur Building,7711 43rd Ave. N.E.,Seattle,WA,6392002430,NORTHEAST,1961,1.0,1,43578,0,43578,1436773.875,1436773.875,True,24.63
25364,NonResidential,Self-Storage Facility,Seattle Self Storage,1100 Poplar Place S,Seattle,WA,7133800125,GREATER DUWAMISH,1956,1.0,2,28800,0,28800,1143826.625,1266706.875,False,29.44
25371,NonResidential,K-12 School,Epiphany School,1802 36TH AVE,Seattle,WA,9103000660,CENTRAL,2009,4.0,2,28500,0,28500,1162561.125,1300765.5,False,28.64
25451,NonResidential,Restaurant,Yale Street Landing  and Ocean Alexander,1001 Fairview Ave N,Seattle,WA,4088803010,LAKE UNION,1978,1.0,2,26519,0,26519,3717064.0,3717064.0,False,97.27
25452,NonResidential,Mixed Use Property,Chandler's Cove - SEDO,901 Fairview Ave. N.,Seattle,WA,4088803045,LAKE UNION,1988,1.0,2,34639,15402,19237,15480681.0,15960838.0,False,515.71
25457,NonResidential,Other,Art Marble 21,731 Westlake Ave N,Seattle,WA,4088803510,MAGNOLIA / QUEEN ANNE,1921,1.0,2,26300,0,26300,3537841.5,3711173.0,False,116.94
25461,NonResidential,Restaurant,(ID25461) CHINA HARBOR RESTURANT & MARINA,2040 WESTLAKE AVE N,Seattle,WA,4088803835,LAKE UNION,1962,0.0,2,34072,0,34072,6584966.5,7007726.0,False,226.81
25462,NonResidential,Small- and Mid-Sized Office,1848 Building,1848 Westlake Avenue North,Seattle,WA,4088803945,LAKE UNION,1949,1.0,3,23355,0,23355,840549.375,840549.375,False,5.86
25464,NonResidential,Small- and Mid-Sized Office,Waterworks Offices + Marina,1818 Westlake Ave N,Seattle,WA,4088803975,MAGNOLIA / QUEEN ANNE,1965,1.0,4,30840,0,30840,3542708.5,3840161.75,False,101.21
25471,NonResidential,Other,National Barricade Seattle,6518 Ravenna Ave NE,Seattle,WA,7169200020,NORTHEAST,1946,1.0,1,20332,0,20332,392683.6875,431857.6875,False,10.99
25513,NonResidential,Worship Facility,St. Therese Parish,3416 E. Marion,Seattle,WA,9184700280,CENTRAL,1900,1.0,1,21850,0,21850,317794.4063,359962.5938,False,13.09
25522,NonResidential,Mixed Use Property,YouthCare,5401 26th Ave NE,Seattle,WA,9191201460,NORTHEAST,1997,1.0,4,32282,6985,25297,1391714.25,1500695.375,False,34.62
25528,NonResidential,Large Office,Waterfront Place,1011 Western Ave,Seattle,WA,9195900000,DOWNTOWN,1983,1.0,13,307557,83064,224493,9512829.0,9691704.0,False,66.32
25537,NonResidential,Self-Storage Facility,FremontBridgeMini,319 Nickerson St,Seattle,WA,5244800055,MAGNOLIA / QUEEN ANNE,1918,1.0,2,28309,0,28309,430308.9063,498364.9063,False,11.85
25540,NonResidential,Hotel,Pioneer Square Hotel,77 Yesler Way,Seattle,WA,5247800005,DOWNTOWN,1914,1.0,4,45500,0,45500,2799595.0,2934339.25,False,122.0
25541,NonResidential,Small- and Mid-Sized Office,The Maynard Building,119 1st Ave. S.,Seattle,WA,5247800035,DOWNTOWN,1900,1.0,5,38376,0,38376,2058532.875,2142457.5,False,14.35
25543,NonResidential,Small- and Mid-Sized Office,Gatzert/Schwabacher,103 1st Ave,Seattle,WA,5247800046,DOWNTOWN,1900,1.0,4,42804,0,42804,1544501.75,1598032.0,False,46.53
25546,NonResidential,Mixed Use Property,Compass Housing Alliance - Pioneer Square,210 Alaskan Way S / 77 S. Washington St,Seattle,WA,5247800080,DOWNTOWN,2005,0.0,5,57600,0,57600,6983736.0,7355579.0,False,223.36
25548,NonResidential,Small- and Mid-Sized Office,New England,319 1st Ave,Seattle,WA,5247800105,DOWNTOWN,1900,1.0,4,33300,0,33300,1287497.375,1355968.5,False,18.76
25553,NonResidential,Hotel,J & M HOTEL BUILDING (ID25553),210 1St Ave S,Seattle,WA,5247800130,DOWNTOWN,1900,1.0,3,25450,0,25450,503744.6875,492844.5938,False,3.51
25554,NonResidential,Other,Alaskan Way,304 Alaskan Way S,Seattle,WA,5247800140,DOWNTOWN,1900,1.0,3,22200,0,22200,188745.7031,231847.0938,False,7.05
25563,NonResidential,Warehouse,Nautical Landing,2500 Westlake Ave N,Seattle,WA,4088804350,MAGNOLIA / QUEEN ANNE,1968,1.0,2,29498,0,29498,3768900.5,3930355.5,False,50.05
25567,NonResidential,Warehouse,1109 N NORTHLAKE WAY,1109 N NORTHLAKE WAY,Seattle,WA,4088804520,LAKE UNION,1938,1.0,1,23050,0,23050,466672.6875,486485.3125,False,3.25
25568,NonResidential,Small- and Mid-Sized Office,Talon Northlake LLC,1341 N Northlake Way,Seattle,WA,4088804565,LAKE UNION,2008,1.0,4,48350,0,48350,3168131.0,3280955.5,False,22.09
25572,NonResidential,Retail Store,PETCO,809 NE 45 STREET,Seattle,WA,4092300005,NORTHEAST,1930,1.0,1,46059,0,46059,1582655.875,1656820.0,False,20.66
25635,NonResidential,Medical Office,Seattle Healing Arts,6300 9th Ave NE,Seattle,WA,9221400445,NORTHEAST,1970,1.0,2,23595,0,23595,817409.625,823716.875,False,6.53
25657,NonResidential,Small- and Mid-Sized Office,Herman Blumenthal Building,122 South Jackson,Seattle,WA,5247800350,DOWNTOWN,1900,1.0,3,28142,0,28142,847097.8125,911154.125,False,34.08
25658,NonResidential,Small- and Mid-Sized Office,The Occidental Building,311 Occidental Ave. S.,Seattle,WA,5247800355,DOWNTOWN,1900,1.0,3,28760,0,28760,2615973.5,2726126.75,False,124.59
25659,NonResidential,Small- and Mid-Sized Office,Union Trust Building,119 S. Main Street,Seattle,WA,5247800360,DOWNTOWN,1902,1.0,4,39030,0,39030,713326.875,773324.6875,False,13.69
25661,NonResidential,Small- and Mid-Sized Office,Buttnick City Loan,206 1st Avenue South,Seattle,WA,5247800380,DOWNTOWN,1909,0.0,3,47215,0,47215,2092696.0,2136896.0,False,63.81
25663,Nonresidential COS,Other,East Precinct,1519 12th Ave,Seattle,WA,6003500315,EAST,1926,1.0,2,61580,27000,34580,4199443.0,4489734.5,False,69.53
25664,NonResidential,Small- and Mid-Sized Office,Ballou Wright Building,1517 12th Ave,Seattle,WA,6003500330,EAST,1917,1.0,3,30720,0,30720,1288669.5,1361277.25,False,25.53
25666,NonResidential,Mixed Use Property,(ID25666) POST OPTIONS,1122 E PIKE ST,Seattle,WA,6003500340,EAST,1916,1.0,2,20640,0,20640,412562.4063,412562.4063,False,2.88
25667,NonResidential,Mixed Use Property,Pike Building,1000 E Pike St,Seattle,WA,6003500345,EAST,1912,1.0,2,34914,0,34914,1333289.625,1314474.5,False,9.29
25670,NonResidential,Small- and Mid-Sized Office,Legacy Pine Street,1535 11th Ave,Seattle,WA,6003500395,EAST,1906,1.0,3,20897,0,20897,964923.8125,1031474.188,False,17.79
25671,NonResidential,Retail Store,Capital Hill,1525 11th Ave,Seattle,WA,6003500420,EAST,1916,1.0,2,36940,0,36940,336745.4063,336745.4063,False,2.35
25672,NonResidential,Small- and Mid-Sized Office,Ten Sixteen East Pike Inc,1016 East Pike,Seattle,WA,6003500440,EAST,1913,1.0,3,22866,0,22866,1153690.125,1213909.875,False,20.76
25673,NonResidential,Retail Store,The Ford Building,1521 10th Ave,Seattle,WA,6003500470,EAST,1920,1.0,1,30240,0,30240,1264626.875,1316900.75,False,18.19
25674,NonResidential,Low-Rise Multifamily,(ID25674) COMET TAVERN,916 E PIKE ST,Seattle,WA,6003500480,EAST,1910,1.0,3,32100,0,32100,108200.3984,142892.5,False,5.22
25694,NonResidential,Other,W00342,801 NE 42ND,Seattle,WA,4092301550,NORTHEAST,1962,1.0,2,28586,0,28586,5078204.0,5078204.0,False,35.4
25709,NonResidential,Hotel,Weller & Second Associates,670 S. Weller Street,Seattle,WA,5247802370,DOWNTOWN,1908,1.0,3,28800,0,28800,4644346.0,4644346.0,False,190.45
25711,NonResidential,Restaurant,BUSH GARDEN - RESTURANT & LOUNGE,614 S MAYNARD AVE S,Seattle,WA,5247802410,DOWNTOWN,1913,1.0,3,28800,0,28800,899924.1875,935833.1875,False,29.21
25713,NonResidential,Small- and Mid-Sized Office,International Building,666 S. Dearborn St,Seattle,WA,5247802530,DOWNTOWN,1979,1.0,3,35202,0,35202,3605755.5,3605755.5,False,25.14
25737,NonResidential,Senior Care Community,FAERLAND TERRACE,1421 MINOR AVE,Seattle,WA,8725600380,EAST,1969,1.0,6,95117,26082,69035,7202141.5,7437745.0,False,183.79
25743,NonResidential,Worship Facility,(ID25743) FIRST COVENANT CHURCH,400 E PIKE ST,Seattle,WA,8725600475,EAST,1910,1.0,2,24600,0,24600,331059.5,347690.5938,False,5.66
25745,NonResidential,Worship Facility,Trinity Parish of Seattle,609 8th Ave,Seattle,WA,8590400490,EAST,1900,1.0,1,48850,0,48850,1063480.5,1259282.25,False,65.05
25772,NonResidential,Hospital,Park West Skilled Nursing,1703 California Ave SW,Seattle,WA,9274200430,SOUTHWEST,1961,0.0,3,54863,0,54863,2037720.625,2066851.25,False,14.21
25839,NonResidential,Warehouse,J D OTT COMPANY (115 S Lucile St),115 S Lucile St,Seattle,WA,5263300725,GREATER DUWAMISH,1964,1.0,1,25000,0,25000,1989103.875,2044286.625,False,65.89
25842,NonResidential,Warehouse,115 Dawson,115 S Dawson St,Seattle,WA,5263300910,GREATER DUWAMISH,1960,1.0,1,25000,0,25000,287132.5,342696.3125,False,8.61
25844,NonResidential,Other,Washington machine Works,5201/5211 1st ave so.,Seattle,WA,5263300985,GREATER DUWAMISH,1927,1.0,1,22622,0,22622,774075.6875,872014.3125,False,26.56
25847,NonResidential,Small- and Mid-Sized Office,Pine Building,400 East Pine Street,Seattle,WA,8725600520,EAST,1917,1.0,3,27544,0,27544,1031667.5,1092060.75,False,17.41
25886,NonResidential,Small- and Mid-Sized Office,H2125 - Western Triangle,2125 Western Avenue,Seattle,WA,9292600000,DOWNTOWN,1989,1.0,7,47415,0,47415,1478979.25,1552850.625,False,10.31
25907,NonResidential,Other,Swedish Cultural Center,1920 Dexter Ave N,Seattle,WA,9301300445,MAGNOLIA / QUEEN ANNE,1961,1.0,3,22960,0,22960,2266983.0,2447325.5,False,95.38
25914,NonResidential,Supermarket / Grocery Store,Safeway 1551 - E John St,1410 E John St,Seattle,WA,6003501820,EAST,1998,1.0,1,44739,0,44739,14585813.0,15006878.0,False,393.07
25932,NonResidential,Mixed Use Property,SPBS LLC,5424 Sand Point Way NE,Seattle,WA,6012500051,NORTHEAST,1948,1.0,1,22778,0,22778,2470566.0,2675057.75,False,120.86
25935,NonResidential,Worship Facility,Philadelphia church,7704 24th Ave NW,Seattle,WA,6021503160,BALLARD,1956,1.0,2,21562,0,21562,866806.0,1000251.875,False,37.28
25954,NonResidential,Other,MLK Community Center,3201 E Republican,Seattle,WA,5317100295,CENTRAL,1959,1.0,1,25753,0,25753,1378130.25,1612521.0,False,62.51
25955,NonResidential,Other,Seattle Tennis Club,922 McGilvra Blvd E,Seattle,WA,5317100844,EAST,1928,1.0,3,71280,0,71280,22767828.0,23204450.0,False,861.85
25956,SPS-District K-12,K-12 School,McGilvra Elementary,1617 38th Ave. E.,Seattle,WA,5318100820,EAST,1925,1.0,3,38297,0,38297,1845150.625,2127889.25,True,69.18
25965,NonResidential,Senior Care Community,Park Shore Senior Living,1630 43rd Ave. E.,Seattle,WA,5318102110,EAST,1963,1.0,16,153312,0,153312,20628680.0,22092840.0,False,792.6
25992,NonResidential,Mixed Use Property,2201 / Enso Condominiums - SEDO,2201 9th Ave. / 820 Blanchard St.,Seattle,WA,8729760000,DOWNTOWN,2009,1.0,19,1206670,201857,1004813,27684480.0,27917688.0,False,393.29
26002,NonResidential,Worship Facility,IGLESIA NI CRISTO,7100 42ND AVENUE SOUTH,Seattle,WA,8800000005,SOUTHEAST,1968,1.0,1,24200,0,24200,826488.6875,900697.125,False,22.38
26017,NonResidential,Residence Hall,Aloha Inn,1911 Aurora Ave N,Seattle,WA,9301301410,MAGNOLIA / QUEEN ANNE,1981,1.0,4,23513,2211,21302,1740568.25,1778251.875,False,49.79
26040,NonResidential,Self-Storage Facility,Stor-More Self Storage,2850 SW Yancy Street,Seattle,WA,9358000450,DELRIDGE,1994,1.0,3,66610,0,66610,640377.0,742571.5,False,18.81
26233,NonResidential,Other,Cascade Designs Inc. Chamonix S,130 S Dakota,Seattle,WA,6172900220,GREATER DUWAMISH,1950,1.0,1,36000,0,36000,3646053.75,3823703.75,False,58.79
26098,NonResidential,K-12 School,Christ the King Middle School,421 N. 117th,Seattle,WA,6140100225,NORTHWEST,1938,1.0,2,23222,0,23222,1219863.125,1331981.25,False,55.06
26115,NonResidential,Mixed Use Property,Greenus Building,500 E Pike St,Seattle,WA,8804900865,EAST,1924,1.0,2,24476,0,24476,2662054.25,2800725.0,False,91.69
26119,NonResidential,Retail Store,517 E Pike St Building,517 E Pike St   Upper Level,Seattle,WA,8804900910,EAST,1910,0.0,2,24750,0,24750,782343.8125,906960.625,False,28.07
26125,NonResidential,K-12 School,Northwest School,1415 Summit Avenue,Seattle,WA,8804901000,EAST,1904,1.0,3,60000,0,60000,3625407.5,3928621.25,False,121.63
26126,NonResidential,Other,(ID26126) THE SUMMIT,420 E PIKE ST,Seattle,WA,8804901025,EAST,1954,1.0,2,46560,0,46560,690557.6875,734550.6875,False,17.31
26139,NonResidential,Other,Salal Credit Union,1515 Dexter Ave. N.,Seattle,WA,8807900070,MAGNOLIA / QUEEN ANNE,1980,1.0,3,30408,0,30408,1440554.25,1469861.875,False,10.04
26146,NonResidential,Small- and Mid-Sized Office,McHugh,1725 Westlake Ave. N,Seattle,WA,8807900390,MAGNOLIA / QUEEN ANNE,1920,1.0,3,30109,0,30109,1465795.75,1589657.75,False,34.03
26150,SPS-District K-12,K-12 School,Fairmount Park Elementary,3800 S.W. Findlay,Seattle,WA,9396700035,SOUTHWEST,1964,1.0,2,39929,0,39929,1813718.0,2001873.25,True,47.18
26154,NonResidential,Small- and Mid-Sized Office,Queen Anne Evangelical Lutheran Church,2400 8th Ave W,Seattle,WA,9405800065,MAGNOLIA / QUEEN ANNE,1960,1.0,2,25481,0,25481,917100.3125,1052797.5,False,38.59
26157,NonResidential,Senior Care Community,Caroline Kline Galland Home,7500 Seward Park Ave S,Seattle,WA,9412400225,SOUTHEAST,1967,1.0,1,141297,0,141297,19423344.0,20378838.0,False,717.93
26183,NonResidential,Small- and Mid-Sized Office,Supply Laundry Building,1265 Republican St.,Seattle,WA,6849200110,LAKE UNION,1912,1.0,2,27788,0,27788,2119806.25,2127889.25,False,35.99
26218,NonResidential,Hotel,Comfort Inn and Suites,13700 Aurora Ave. N.,Seattle,WA,6149700055,NORTHWEST,1990,1.0,4,41704,8584,33120,1943899.25,1974631.125,False,58.52
26235,NonResidential,Warehouse,101 S. Dakota,101 S. Dakota,Seattle,WA,6172900280,GREATER DUWAMISH,1941,1.0,2,22324,0,22324,588856.125,723060.1875,False,22.33
26236,NonResidential,Other,4130 1st Ave,4130 1st Ave South,Seattle,WA,6172900300,GREATER DUWAMISH,1946,1.0,2,31360,0,31360,1725108.25,1886366.625,False,39.65
26237,NonResidential,Mixed Use Property,Daniel Smith Inc,4150 1st Avenue South,Seattle,WA,6172900320,GREATER DUWAMISH,1947,1.0,1,30496,0,30496,1992158.25,2217613.5,False,46.01
26254,NonResidential,Small- and Mid-Sized Office,1605 Boylston,610 E Pine Street,Seattle,WA,8804900480,EAST,1922,1.0,3,27600,0,27600,1072151.375,1103795.25,False,12.57
26289,NonResidential,Senior Care Community,Columbia Lutheran Home,4700 Phinney Avenue North,Seattle,WA,9521100080,Northwest,1961,1.0,2,55974,0,55974,6135173.0,6412428.0,False,203.21
26319,SPS-District K-12,K-12 School,Wing Luke Elementary,3701 S. Kenyon St.,Seattle,WA,4006000598,GREATER DUWAMISH,1971,1.0,2,52901,0,52901,2240342.0,2508012.0,True,60.2
26324,NonResidential,Senior Care Community,Saint Anne Nursing and Rehab Center,3540 NE 110th St,Seattle,WA,4077800532,NORTH,1954,1.0,1,22583,0,22583,1981360.0,2123591.75,False,70.92
26331,NonResidential,Small- and Mid-Sized Office,Solid Ground,1501 N. 45th ST.,Seattle,WA,4083300310,LAKE UNION,1997,0.0,3,31686,7358,24328,2305643.5,2305643.5,False,16.07
26348,NonResidential,Small- and Mid-Sized Office,Lake Union Place,1914 N 34th Street,Seattle,WA,4083306580,LAKE UNION,1981,1.0,3,26694,6034,20660,720170.6875,735909.0,False,5.02
26359,NonResidential,Warehouse,Hansen Bros.,10750 Aurora Ave N,Seattle,WA,6300000010,NORTHWEST,1972,1.0,1,29400,0,29400,227509.5,227509.5,False,1.59
26379,NonResidential,Hotel,Georgetown Inn,6100 Corson Ave South,Seattle,WA,6920700025,GREATER DUWAMISH,1992,1.0,3,22452,0,22452,1244150.0,1269576.0,False,41.88
26392,NonResidential,Other,192741-University,4500 University Way Ne,Seattle,WA,8816400105,NORTHEAST,1912,1.0,2,25767,0,25767,1581352.75,1620383.625,False,11.02
26393,NonResidential,Retail Store,4518 University,4518 University Way NE,Seattle,WA,8816400135,NORTHEAST,1953,1.0,4,33910,0,33910,1822834.25,1904055.75,False,38.21
26396,NonResidential,Worship Facility,University Christian Church,4731 15TH AVE. NE,Seattle,WA,8816400210,NORTHEAST,1927,1.0,2,78401,0,78401,2462408.25,2846592.0,False,87.41
26460,NonResidential,Warehouse,Mariner Square LLC,1900 N Northlake Way,Seattle,WA,4083307185,LAKE UNION,1979,1.0,2,78716,0,78716,4103800.75,4311327.5,False,48.13
26465,NonResidential,K-12 School,St. Benedict School,4811 Wallingford Ave. N.,Seattle,WA,4083800835,LAKE UNION,1910,1.0,2,33300,0,33300,1594733.625,1903636.375,False,69.2
26473,NonResidential,Supermarket / Grocery Store,70500869 -- Wallingford,1801 North 45th Street,Seattle,WA,4083802815,LAKE UNION,1957,1.0,1,28808,0,28808,9232576.0,9450746.0,False,226.73
26528,NonResidential,Small- and Mid-Sized Office,4701 University Way Bldg,4701 University Way NE,Seattle,WA,8816400975,NORTHEAST,1957,1.0,1,27966,7004,20962,1100499.75,1181649.25,False,7.67
26529,NonResidential,Supermarket / Grocery Store,Safeway 3091 - Brooklyn Ave,4732 Brooklyn Ave NE,Seattle,WA,8816401015,NORTHEAST,1950,1.0,1,26226,0,26226,7588060.5,7798479.5,False,156.18
26535,NonResidential,Mixed Use Property,2967-University District,1300 N.E. 45Th Street,Seattle,WA,8816401150,NORTHEAST,1976,1.0,2,34948,15755,19193,1159807.125,1223177.375,False,8.09
26587,NonResidential,Small- and Mid-Sized Office,1600 Fairview,1600 Fairview Ave E,Seattle,WA,4088802669,LAKE UNION,1998,1.0,3,37639,9999,27640,6197824.5,6197824.5,False,43.21
26593,NonResidential,Small- and Mid-Sized Office,Delmar Building,108 South Washington St,Seattle,WA,5247800481,DOWNTOWN,1900,1.0,4,22840,0,22840,881386.1875,983053.375,True,6.14
26594,NonResidential,Other,107 Occidental Ave S,107 Occidental Ave S,Seattle,WA,5247800535,DOWNTOWN,1900,1.0,1,21420,0,21420,810636.875,812371.625,False,9.72
26596,NonResidential,Small- and Mid-Sized Office,W0164 Washington Building,164 s washington  st,Seattle,WA,5247800575,DOWNTOWN,1900,1.0,1,20880,0,20880,683274.0,683274.0,False,4.76
26600,NonResidential,Mixed Use Property,Cadillac Hotel,319 2nd Avenue South,Seattle,WA,5247800715,DOWNTOWN,1966,1.0,3,26000,0,26000,1063035.875,1063035.875,False,18.62
26601,NonResidential,Small- and Mid-Sized Office,Duncan Building,315 2nd Avenue South,Seattle,WA,5247800720,DOWNTOWN,1900,1.0,3,38675,0,38675,1938776.75,1956121.125,False,43.91
26602,Nonresidential COS,Small- and Mid-Sized Office,Fire Headquarters,301 2nd Ave S (401 Yesler Way),Seattle,WA,5247800725,DOWNTOWN,1929,1.0,4,49951,0,49951,5134446.0,5683758.0,False,185.33
